,job_title,job_link,company,location,date_posted
35,Healthcare Assistant Outpatients,https://uk.indeed.com/viewjob?jk=37e0a44128be6583&fccid=60d1c83c7792b722&vjs=3,University Hospitals of Leicester NHS Trust,Leicester LE5, 1 day ago
36,Bid Executive,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BwYNr0zlaetbEltjnYSULAibE-FES63JjTWg2I83WA9CIPeAzSUYTjQ5ZI4kwJ8JGoXtfIG2dlkesPTJsVgY64A5M-vcweZmqepWhYH1swF8uP6AFlD5LXv6HxA_b5UFm3Xur6ObSiQA9rBHNRUv0vcVHuBzS4d0_gRlOFcF3n1O9L_DqOEqkhPmyXPFTwJi5QJr23cGQ13WWrYTwEXTbcrxVtelwBQvRCzbXJYuqgxbT6qC5uGSbjyW9xF8XUtwaGAZFZ81zrys5u-9RDAKqZ0L_yGH8Nzo1SXPpw1OF3F7-5nqjyaFxfNg1fq9hjEAypOaRhrJ-5UQSlZTBY5Ao0E99E4pCnL5rCdnMvPRUaCrscfpIQzqKgu6vezbsmhZGyyBbYzXAOqg_ekfwl6QTsgKGDJwJHnJRoC3h30Zu4YNZJHZUuasEejTYwXxEFw45UgAhfL1MRP4y9YXYCZcQV1ftRt3j58FApxRXUSj5kedQZxjR-e6m62SZ3M9qfyOZOdaQ-6wf_gtab-wR2jacwnQGqK6hD_PpPtP0Qia5nm45tR3G3G3qR&xkcb=SoAc-_M3MPUMdMxGkJ0NbzkdCdPP&p=6&fvj=0&vjs=3,HB Commercial Ltd,Leicester,Today
37,Personal Assistant required for a Property Investment and Lettings Company,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BykdrQb5UD6Lbufeg0NrRHJS_WO-IKR2hjYJTD3dVEf4RuOMe81WPjHojLxusg7WwMjmFIUlfy5lBV63mHs9XWET1NPbR-7lNwKFO2_27H3AzL5O_I4NQ6sodbdd7e7-DpDZJVt9M2M7AJS3Vf-g7-CphsAvNxCeXOABylWAx9Ps4vTp_96NGuDwSnwWAUJP_saQZ77D3Sctv2fnvPZw3eIzGbq73dEermiisPwmf5f8NyYpVsbc63ggUmSOhi3a3WcmTAhSLMM0j-eeslp29ZXtlGg1SRoVMvhSo0r5NulXoynz-4EBW-XjRUKyDV3KnYL9gsCohbQ4vq_uvE0s2W4PaGB_atEkOyx_BYXftVqlGI9_w5p2R79qLLtf_HFZCTHGQbfyZdwESFHt-blUJufvsLJb6jWrZTR1mbgMdSDPGI8M4k3jRJT0VIRBU1r2KFTm8hb1UmXGugjgEo69o2LlrT3m2CUhAc1UMCNOpWzaF-AlHhPC-5AsXmp6Bhr90qzvPHyvwd4RoP47dR2YbkCY1HpCpgl6BgMP-KWQOyc2Be43wjwr7NQ0fXkYn707k=&xkcb=SoCo-_M3MPUMdMxGkJ0MbzkdCdPP&p=7&fvj=1&vjs=3,friendlyhouseshares.com,Leicester LE3,Today
38,Investigator,https://uk.indeed.com/viewjob?jk=61c717a21cac19c4&fccid=5d383d39e6faddee&vjs=3,Leicestershire Police,Leicestershire,Today
39,Customer Service Assistant,https://uk.indeed.com/company/College-Kits-Direct/jobs/Customer-Service-Representative-d2fe2d11fbd30ff2?fccid=769d10c44c3d466b&vjs=3,Capital Hair and Beauty,Leicester,Today
40,Clinic Coordinator,https://uk.indeed.com/viewjob?jk=e6b5f29dc09e47da&fccid=60d1c83c7792b722&vjs=3,University Hospitals of Leicester NHS Trust,Leicester LE5, 1 day ago
41,Manual Operator (Monday to Thursday 7am - 4pm),https://uk.indeed.com/viewjob?cmp=Arrow-Precision-Engineering-Ltd&ti=Manual+Operator+%28monday+to+Thursday+7am+-+4pm%29&jk=6e514bc630ccec06&fccid=b5c287516330ce96&vjs=3,Arrow Precision Engineering Ltd,Hinckley LE10, 1 day ago
42,Admissions and Student Services Assistant - Part Time,https://uk.indeed.com/company/WQE-&-Regent-College-Group/jobs/Admissions-Assistant-1b36ce502ab94a06?fccid=2cc9ac8f2443674c&vjs=3,WQE & Regent College Group,Leicester,Today
43,Part-time Sales Assistant,https://uk.indeed.com/company/Simply-Pleasure/jobs/Sales-Assistant-d50de2f3ed2ee37f?fccid=9bc97934d6fa0c3a&vjs=3,Simply Pleasure,Leicester,Today
44,Warehouse/Office Cleaner,https://uk.indeed.com/viewjob?jk=d09006aa0a42afdb&fccid=b4f7401cb79d9c09&vjs=3,First Call Contract Services Ltd,Leicestershire, 1 day ago
45,WAREHOUSE PICKER,https://uk.indeed.com/viewjob?jk=3152820eb38f14bf&fccid=fa101182bd51b2ce&vjs=3,Adecco,Leicester,Today
46,Store Assistant - Nights,https://uk.indeed.com/viewjob?jk=e062171ccb9ee5c6&fccid=a23ad4a5b3d8fc8f&vjs=3,ASDA,Leicester LE3,Today
47,Manual Operator (Monday to Thursday 7am - 4pm),https://uk.indeed.com/viewjob?cmp=Arrow-Precision-Engineering-Ltd&ti=Manual+Operator+%28monday+to+Thursday+7am+-+4pm%29&jk=6e514bc630ccec06&fccid=b5c287516330ce96&vjs=3,Arrow Precision Engineering Ltd,Hinckley LE10, 1 day ago
48,Assembly Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0Dy-CcTTI9A3TbOXhJdB-Q3WCNLTKuTjYkF0ZFHUeIUVxe2dj2bl1foeTlJRDEuV7rjLYP0BI8t1YBy8wlnT5J8N-9wH6E6QzvdgyciYW028m8GjRh3fkiOM-5R65vdt-jUwA2UQcn_AOtobPZAgvn6znuoyRP20Ok_rHttTvY5fgcBAZnfdpQXxB2xwp-ghRLXQXRkemKTBb45TRr-b43kh5-kIO2XyCx2ME-BVm-c9LMVhM3L0Fi7lzSICfxif1YfEkaRLAgJrxkXd3TQaMq5kUrBeLIa0OLuSw_-eg5jS-U2U3WXNx0ubQ4PhrNpz8i72Ozyttfwp_2WnUWOcavzlc2EuBEDjxeXUrPI-rDVPYHoDLqu6WeNtQGRG__jgVlXeCVXA379Ax_lBjcd150q4L1vp3DNi3FQ0J2Udnf7h_imV8ho6S9_P0LllZixRiwxJseLqkN5IKIz_3TrtqX-jhGPzLiSRrtIF0G9iU-diX2tMs_EN5f61k1inXdrsI3K8BwNoA7Kp1fMB2Btlcdo&xkcb=SoBt-_M3MPUL2xynWZ0IbzkdCdPP&p=3&fvj=1&vjs=3,James Grace Associates,Lutterworth,Today
49,Investigator,https://uk.indeed.com/viewjob?jk=61c717a21cac19c4&fccid=5d383d39e6faddee&vjs=3,Leicestershire Police,Leicestershire,Today
