,job_title,job_link,company,location,date_posted
61,Saw Operator & General Yard Operative,https://uk.indeed.com/company/Northumbria-Stone-Products-Ltd/jobs/Yard-Worker-4fdb0c2953b3e03f?fccid=c05a7a4d37c71ae7&vjs=3,Northumbria Stone Products Ltd,Haltwhistle NE49,Today
62,Sales Consultant,https://uk.indeed.com/company/Litt-Recruitment/jobs/Sales-Consultant-c05a6d24efce9fc0?fccid=fbdbbfbcdb8aa76b&vjs=3,Litt Recruitment,Corbridge,Today
63,Behaviour Support Assistant,https://uk.indeed.com/company/AK-Teaching/jobs/Support-Associate-6e266977ad7bfa71?fccid=f0393a9cb3dbc5b7&vjs=3,AK Teaching,Cramlington NE23,Today
64,Personal Care Assistant for a teenage boy P/T@ £11.91/hr in Morpeth - FTE - £23.2k,https://uk.indeed.com/viewjob?jk=26630fef3d73fc82&fccid=0349dadc1322a145&vjs=3,UKCIL,Morpeth+1 location,Today
65,Personal Assistant for a teenage boy P/T@ £11.91/hr in Haltwhistle - FTE - £23.2k,https://uk.indeed.com/viewjob?jk=7459331ff4c07fcc&fccid=0349dadc1322a145&vjs=3,UKCIL,Haltwhistle,Today
66,HEXHAM - Crew Member - Guaranteed Minimum 20+ Hour contract - Flexible Availability,https://uk.indeed.com/viewjob?jk=6551e0f1eda05b9d&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Hexham NE46, 1 day ago
67,HEXHAM - Customer Care - Guaranteed Minimum 20+ Hours Contract - Flexible Availability,https://uk.indeed.com/viewjob?jk=d80cc861c49bc060&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Hexham NE46, 1 day ago
68,Personal Assistant for a young man P/T@ £11.91/hr in Morpeth - FTE - £23.2k,https://uk.indeed.com/viewjob?jk=7482d0b9ecb91792&fccid=0349dadc1322a145&vjs=3,UKCIL,Morpeth, 1 day ago
69,Grounds & Site Maintenance Team,https://uk.indeed.com/company/Verdant-Leisure/jobs/Grounds-Maintenance-Worker-6938410fb191f8a2?fccid=3075795e33b12e76&vjs=3,Verdant Leisure,Wooler NE71,Today
70,HEXHAM - Customer Care - Guaranteed Minimum 30+ Hours Contract - Full Availability,https://uk.indeed.com/viewjob?jk=a2b984b74a4924bc&fccid=f753bb1a40104d82&vjs=3,McDonald's Limited,Hexham NE46, 1 day ago
